Возраст,Пол,Уровень образования,Профессия,Опыт работы,Зарплата,Регион
42.0,женский,бакалавр,Учитель,14,66737.0,Нижний Новгород
45.0,мужской,бакалавр,Инженер,14,43898.0,
19.0,женский,бакалавр,Бухгалтер,14,61955.0,Москва
44.0,мужской,магистр,Продуктовый менеджер,22,36856.0,Нижний Новгород
24.0,мужской,среднее общее,Врач,6,28586.0,Нижний Новгород
20.0,женский,бакалавр,Девопс инженер,18,84393.0,Санкт-Петербург
53.0,мужской,магистр,,16,31000.0,Казань
24.0,женский,бакалавр,Программист,3,28139.0,Санкт-Петербург
31.0,женский,,Финансовый аналитик,20,48793.0,Москва
22.0,женский,среднее общее,Финансовый аналитик,12,75890.0,Москва
47.0,женский,среднее общее,Строитель,5,90465.0,Екатеринбург
37.0,мужской,среднее общее,Водитель,1,33931.0,
47.0,женский,доктор наук,Девопс инженер,19,130781.0,Челябинск
39.0,мужской,среднее профессиональное,Девопс инженер,30,88140.0,Москва
29.0,мужской,бакалавр,Бизнес-аналитик,3,31000.0,Москва
45.0,мужской,среднее общее,Бизнес-аналитик,35,72855.0,Санкт-Петербург
51.0,мужской,магистр,Диджитал-маркетолог,39,31000.0,Челябинск
39.0,мужской,среднее общее,Водитель,2,73355.0,Екатеринбург
35.0,мужской,,Финансовый аналитик,14,70310.0,Нижний Новгород
53.0,мужской,среднее общее,Бизнес-аналитик,25,101113.0,Санкт-Петербург
19.0,женский,среднее общее,Строитель,26,55431.0,
44.0,женский,среднее общее,Продуктовый менеджер,28,41114.0,Новосибирск
19.0,женский,среднее общее,UX-дизайнер,29,70609.0,Нижний Новгород
57.0,мужской,магистр,Маркетолог,5,69894.0,Казань
27.0,мужской,среднее общее,Актер,22,65433.0,Казань
26.0,женский,среднее общее,Продуктовый менеджер,24,122318.0,Екатеринбург
31.0,мужской,среднее общее,Бухгалтер,5,77228.0,Челябинск
20.0,женский,среднее общее,Инженер-программист,30,91985.0,Нижний Новгород
28.0,женский,среднее общее,Системный администратор,2,21524.0,Санкт-Петербург
35.0,мужской,среднее общее,Строитель,22,129303.0,Омск
40.0,мужской,,Девопс инженер,15,55632.0,Москва
57.0,женский,магистр,Бизнес-аналитик,29,91857.0,Москва
26.0,женский,среднее общее,Программист,39,65501.0,Нижний Новгород
38.0,женский,магистр,Продуктовый менеджер,11,48013.0,Москва
29.0,женский,среднее профессиональное,Системный администратор,3,65161.0,Санкт-Петербург
45.0,женский,среднее профессиональное,Диджитал-маркетолог,30,69789.0,Екатеринбург
47.0,женский,среднее общее,UX-дизайнер,7,71223.0,Нижний Новгород
43.0,мужской,среднее профессиональное,Девопс инженер,23,60152.0,Москва
42.0,женский,среднее общее,Бухгалтер,26,34115.0,Нижний Новгород
23.0,женский,среднее общее,Актер,37,130373.0,Новосибирск
42.0,мужской,бакалавр,Маркетолог,38,60883.0,Омск
52.0,мужской,бакалавр,Бухгалтер,22,70801.0,Москва
69.0,мужской,магистр,Аналитик больших данных,21,74076.0,Москва
49.0,женский,бакалавр,Врач,35,82569.0,Санкт-Петербург
40.0,женский,среднее общее,Системный администратор,34,37263.0,Казань
27.0,мужской,среднее общее,Водитель,8,41618.0,Москва
40.0,женский,среднее профессиональное,Продуктовый менеджер,34,38973.0,Челябинск
31.0,женский,доктор наук,Бухгалтер,21,41173.0,Екатеринбург
46.0,женский,магистр,Аналитик больших данных,30,134882.0,Новосибирск
